timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,pressure,altitude
1772651153799,0.198719,-0.232238,9.756371,-0.001598,-0.004794,-0.003196,-20.76,-19.68,-29.94,,
1772651153809,0.225055,-0.292093,9.797073,-0.000533,-0.010653,-0.003196,-20.46,-19.62,-29.76,,
1772651153821,0.237026,-0.294487,9.821015,0.001598,-0.003728,-0.000533,-20.22,-19.50,-29.94,,
1772651153831,0.225055,-0.260968,9.809045,0.003728,0.005859,0.003728,-20.40,-19.68,-30.42,,
1772651153839,0.186748,-0.210690,9.804255,0.007457,0.014381,0.005326,-21.42,-19.80,-30.30,,
1772651153849,0.167594,-0.119710,9.794679,0.003196,0.005859,0.000533,-21.30,-19.44,-30.24,,
1772651153859,0.186748,-0.119710,9.806650,-0.002131,-0.004794,-0.001598,-21.48,-19.44,-30.66,,
1772651153869,0.229843,-0.162806,9.799467,-0.004794,-0.014914,-0.002663,-21.30,-19.80,-30.90,,
1772651153881,0.270545,-0.225055,9.809045,-0.005859,-0.016512,-0.003196,-21.60,-19.74,-30.12,,
1772651153889,0.296881,-0.275333,9.828198,-0.004794,-0.011718,-0.000533,-22.26,-20.16,-30.06,,
1772651153899,0.272939,-0.296881,9.809045,0.002131,0.010653,0.003728,-21.96,-19.92,-29.52,,
1772651153909,0.217872,-0.265756,9.801862,0.004794,0.014914,0.003196,-21.78,-19.92,-29.64,,
1772651153920,0.174777,-0.232238,9.782708,0.006924,0.014381,0.002663,-21.72,-20.22,-29.52,,
1772651153930,0.148441,-0.208296,9.768343,0.002131,0.008522,-0.000533,-21.84,-20.46,-29.10,,
1772651153939,0.165200,-0.227449,9.780313,-0.001065,-0.010120,-0.003196,-21.72,-20.34,-28.98,,
1772651153949,0.208296,-0.246603,9.789890,-0.002663,-0.014381,-0.000533,-21.42,-19.74,-29.58,,
1772651153959,0.241814,-0.253785,9.804255,-0.000533,-0.007989,-0.001065,-21.00,-19.56,-30.30,,
1772651153974,0.260968,-0.208296,9.806650,0.002663,0.007457,0.003728,-21.60,-19.68,-30.06,,
1772651153979,0.232238,-0.162806,9.813833,0.004794,0.010120,0.003728,-21.66,-19.98,-29.64,,
1772651153989,0.217872,-0.146046,9.825804,0.001065,0.008522,0.002131,-21.66,-19.80,-29.52,,
1772651153999,0.210690,-0.146046,9.801862,-0.001598,0.001065,0.000000,-21.42,-19.98,-29.28,,
1772651154009,0.239420,-0.246603,9.806650,-0.005859,-0.011718,-0.003196,-21.24,-20.16,-29.46,,
1772651154022,0.270545,-0.299275,9.809045,-0.005859,-0.009587,0.000533,-21.60,-20.22,-29.22,,
1772651154030,0.318429,-0.270545,9.888053,-0.004794,-0.003196,0.006924,-21.00,-20.04,-29.88,,
1772651154039,0.284910,-0.198719,9.804255,-0.003728,0.009587,0.012251,-21.24,-20.10,-30.60,,
1772651154049,0.076614,-0.153229,9.715671,0.007457,0.019175,-0.001598,-20.82,-19.86,-31.86,,
1772651154059,0.067038,-0.248997,9.792285,0.008522,0.014914,-0.011718,-21.00,-20.10,-31.80,,
1772651154072,0.138864,-0.351948,9.847352,0.002663,-0.003728,-0.016512,-20.70,-20.52,-32.04,,
1772651154080,0.270545,-0.440533,9.746795,-0.007457,-0.032491,-0.009055,-20.46,-20.22,-31.38,,
1772651154091,0.347159,-0.457293,9.701305,-0.009055,-0.052731,0.000533,-20.40,-20.70,-30.48,,
1772651154099,0.308852,-0.246603,9.885659,0.017044,0.015979,0.012251,-20.82,-19.98,-30.30,,
1772651154109,0.201113,-0.088585,9.964667,0.025566,0.068710,0.011185,-20.88,-20.34,-30.66,,
1772651154124,0.112527,0.105345,9.847352,0.021305,0.075634,0.004261,-21.18,-20.64,-31.68,,
1772651154129,0.074220,0.138864,9.708488,0.004794,0.030893,-0.005859,-20.76,-20.58,-32.04,,
1772651154139,0.229843,-0.131681,9.768343,-0.025034,-0.071373,-0.011185,-20.94,-20.40,-31.38,,
1772651154149,0.337582,-0.330400,9.832987,-0.025034,-0.062318,-0.004794,-20.52,-19.92,-31.14,,
1772651154159,0.375890,-0.418985,9.935937,-0.016512,-0.017044,0.003196,-20.58,-20.04,-30.90,,
1772651154174,0.248997,-0.337582,9.761160,0.010120,0.041013,0.011718,-20.82,-20.16,-31.50,,
1772651154180,0.148441,-0.272939,9.792285,0.013316,0.039415,0.009055,-20.70,-20.28,-31.38,,
1772651154190,0.067038,-0.196325,9.864111,0.010653,0.029295,0.002663,-21.00,-19.98,-31.26,,
1772651154199,0.076614,-0.205901,9.730036,0.000533,0.003196,-0.005859,-20.58,-19.56,-31.56,,
1772651154209,0.263362,-0.287304,9.653421,-0.007989,-0.049002,-0.009587,-21.12,-19.74,-31.44,,
1772651154235,0.349553,-0.332794,9.749189,-0.003196,-0.041013,-0.004794,-21.06,-19.80,-31.80,,
1772651154239,0.351948,-0.225055,9.866506,0.011185,0.031958,0.007457,-21.36,-20.28,-31.02,,
1772651154249,0.172383,0.002394,9.718064,0.010653,0.034621,0.006392,-21.30,-20.40,-30.78,,
1772651154259,0.093374,0.040701,9.856929,0.001598,0.011185,0.000533,-20.76,-20.28,-30.72,,
1772651154270,0.126893,-0.038307,9.734824,-0.008522,-0.014914,-0.004794,-20.94,-20.52,-31.20,,
1772651154279,0.150835,-0.143652,9.821015,-0.015446,-0.026632,-0.006392,-20.46,-20.28,-31.62,,
1772651154289,0.294487,-0.385466,9.806650,-0.012783,-0.023968,-0.002131,-21.36,-20.34,-32.10,,
1772651154299,0.344765,-0.445322,9.665392,-0.005859,-0.008522,0.003196,-20.94,-20.46,-31.86,,
1772651154309,0.304064,-0.395043,9.849746,0.003196,0.012783,0.006924,-21.60,-20.52,-31.80,,
1772651154320,0.260968,-0.361524,9.732430,0.009587,0.027164,0.006392,-21.48,-20.70,-31.26,,
1772651154330,0.172383,-0.260968,9.785102,0.011185,0.026632,0.004794,-21.48,-20.64,-30.72,,
1772651154339,0.138864,-0.177171,9.763555,0.004261,-0.005326,-0.005859,-21.72,-20.34,-30.36,,
1772651154349,0.172383,-0.189142,9.842564,0.000000,-0.019175,-0.006924,-21.72,-19.80,-30.36,,
1772651154359,0.282516,-0.205901,9.830592,-0.001598,-0.023436,-0.005859,-21.24,-19.80,-30.54,,
1772651154371,0.318429,-0.222661,9.878476,0.003196,0.002663,0.001598,-21.00,-19.50,-30.54,,
1772651154381,0.275333,-0.179565,9.816227,0.003728,0.014914,0.006924,-20.82,-19.80,-30.66,,
1772651154389,0.227449,-0.102951,9.854534,0.004794,0.020773,0.006392,-20.94,-20.04,-30.72,,
1772651154399,0.167594,-0.086191,9.825804,0.001598,0.016512,0.003728,-20.94,-20.10,-30.66,,
1772651154409,0.146046,-0.186748,9.765948,-0.006924,-0.008522,-0.003196,-20.70,-20.16,-30.78,,
1772651154420,0.184354,-0.256180,9.773131,-0.010653,-0.020773,-0.004794,-20.82,-19.98,-31.26,,
1772651154429,0.268151,-0.342371,9.718064,-0.009587,-0.023968,-0.003728,-20.94,-19.74,-31.92,,
1772651154439,0.287304,-0.390255,9.691729,-0.004794,-0.017044,-0.001598,-21.12,-19.80,-31.86,,
1772651154449,0.263362,-0.339977,9.811439,0.007989,0.014914,0.004261,-21.24,-19.92,-32.10,,
1772651154459,0.237026,-0.270545,9.854534,0.010120,0.022371,0.003196,-20.94,-20.22,-32.10,,
1772651154471,0.213084,-0.191536,9.698911,0.007989,0.013316,0.001598,-20.40,-20.16,-32.22,,
1772651154479,0.184354,-0.131681,9.844957,0.006924,0.005859,-0.000533,-20.88,-19.86,-31.98,,
1772651154489,0.222661,-0.124498,9.782708,-0.002663,-0.008522,-0.004794,-21.00,-19.92,-31.92,,
1772651154499,0.253785,-0.158017,9.746795,-0.003728,-0.010653,-0.002663,-21.60,-20.16,-32.22,,
1772651154509,0.256180,-0.172383,9.866506,-0.003728,-0.006924,0.000000,-21.24,-20.58,-32.82,,
1772651154520,0.272939,-0.215478,9.799467,-0.002663,-0.002131,0.002131,-21.36,-20.46,-33.12,,
1772651154529,0.191536,-0.205901,9.840169,-0.001065,0.009587,0.005859,-21.72,-20.10,-33.66,,
1772651154539,0.172383,-0.198719,9.825804,-0.001598,0.008522,0.002131,-21.72,-20.28,-33.72,,
1772651154549,0.174777,-0.222661,9.773131,-0.001065,0.001598,0.000533,-21.60,-20.28,-33.96,,
1772651154559,0.165200,-0.272939,9.753978,-0.002663,-0.009055,0.000000,-21.78,-20.22,-33.90,,
1772651154571,0.191536,-0.294487,9.813833,-0.002663,-0.014381,-0.003728,-21.66,-20.34,-33.66,,
1772651154579,0.251391,-0.337582,9.861717,0.004261,-0.006392,-0.000533,-20.64,-20.04,-33.54,,
1772651154589,0.256180,-0.313640,9.892841,0.006924,0.001598,0.000533,-20.22,-20.28,-33.66,,
1772651154599,0.248997,-0.248997,9.811439,0.006924,0.010120,0.001598,-19.92,-20.28,-33.90,,
1772651154609,0.193930,-0.131681,9.801862,0.004794,0.011718,0.002131,-21.00,-19.86,-33.66,,
1772651154621,0.184354,-0.095768,9.818622,0.002131,0.004794,0.000000,-21.06,-19.68,-32.70,,
1772651154629,0.181959,-0.136469,9.792285,-0.002131,-0.002663,-0.001065,-21.54,-20.16,-32.04,,
1772651154639,0.181959,-0.155623,9.813833,-0.003728,-0.012251,-0.002131,-21.12,-19.86,-31.80,,
1772651154649,0.263362,-0.241814,9.864111,-0.004261,-0.006392,0.002663,-21.12,-19.80,-31.14,,
1772651154659,0.268151,-0.270545,9.840169,-0.002131,0.002131,0.002131,-21.36,-19.80,-30.90,,
1772651154670,0.246603,-0.270545,9.780313,0.001598,0.006392,0.002663,-21.54,-20.04,-30.30,,
